CAAN,BUILDINGNAME,NAME_SHORT,FLOORCOUNT,REGION,CAMPUS,UNDERGROUND,BLDGAREA,BLDGTYPE,OPERHOURS,OPERDATE,ACCESSTYPE,CONDITION,OWNEDBY,MAINTBY,BLDGHEIGHT,SUBFEED,ADDRESS,CITY,STATE,COUNTY,COUNTRY,ZIPCODE,RMSTANDARD,BLDGUSE_P,LAT_Y,LONG_X,NORTH,EAST,Shape__Area,Shape__Length,GlobalID,CreationDate,Creator,EditDate,Editor
1435,Natural Resources Lab,Natural Resources Lab,1,5,Perimeter,0,,,,,,,1,1,,"3, 7",1878 Oxford St,Berkeley,CA,Alameda,USA,94709,S,200,-122.266857794517,37.8748214422118,2145816.41377377,6051727.21602453,6498.2861328125,474.40560904502127,{A10D9401-CD4A-4604-8439-C8DE419497FE},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1022,Innovative Genomics Institute Building (IGIB),IGIB,7,5,Perimeter,0,,,,,,,1,1,,"3, 7",2151 Berkeley Way,Berkeley,CA,Alameda,USA,94704,S,200,-122.266941784116,37.873838433636,2145458.99440589,6051696.22032011,22184.9970703125,708.1860141303306,{898771E3-E77D-4AAC-B160-2181EDEC9618},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1006,UCB Retirement Center,UCB Retirement Center,3,,Perimeter,0,,,,,,,1,1,,,1925 Walnut St,Berkeley,CA,Alameda,USA,94704,S,300,-122.26680957241,37.8730079711375,2145155.93289823,6051728.66620353,1429.8603515625,151.48679730824168,{6A0F3A23-4B57-44FA-8441-D616B145F90D},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
3633,Parking and Transit Operations,Parking and Transit Operations,2,,Perimeter,0,,,,,,,1,1,,,2161 University Ave.,Berkeley,CA,Alameda,USA,94704,N,600,-122.266559819935,37.8729085552976,2145118.37832035,6051800.05868583,15615.83203125,726.0486267185598,{A371D20B-B445-41E6-9B9A-BFFA82113EDF},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1723,Insectary Greenhouse,Insectary Greenhouse,1,5,Perimeter,0,,,,,,,1,1,,"3, 7",Walnut Street,Berkeley,CA,Alameda,USA,94709,S,200,-122.267240010313,37.8746672367019,2145762.35619516,6051615.85531526,4446.345703125,290.0469353471291,{7B0A0956-87B3-4C0A-AADD-E50E9C35A00C},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1530,UC Press,UC Press,,,Perimeter,0,,,,,,,1,1,,,2120 Berkeley Way,Berkeley,CA,Alameda,USA,94704,,,-122.267640917103,37.8729565607563,2145141.74730915,6051488.39604348,8094.578125,359.87983010755937,{181028DB-5D0A-4BB2-BAE7-8EDECCDA3702},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1785,Oxford Tract - Genetics & Plant Biology Greenhouse,1741 Walnut St,1,5,Perimeter,0,,,,,,,1,1,,"3, 7",1741 Walnut St,Berkeley,CA,Alameda,USA,94709,N,500,-122.267086502239,37.8757696389252,2146162.86392399,6051667.7341073,17597.830078125,577.3899965937894,{18030C44-4BE2-49EC-A884-3A5FF6C02BDC},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1769,RH Unit 2-Davidson Hall,2650 Haste St.,10,,South,0,,,,,,,1,1,,4,2650 Haste St.,Berkeley,CA,Alameda,USA,94704,N,900,-122.254227013907,37.8662786326363,2142637.70640016,6055313.92595187,5662.603515625,362.35103013171204,{AE4ED66A-1B7F-4C09-923F-22F7DDF135C8},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1147,RH Unit 2-Towle Hall,2650 Haste St.,9,,South,0,,,,,,,1,1,,4,2650 Haste St.,Berkeley,CA,Alameda,USA,94704,N,900,-122.254674395629,37.8663412773708,2142662.93407436,6055185.2322438,9503.6884765625,612.7482807631161,{6E1B933C-A70B-4FDB-8F34-AB166BA03921},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1768,RH Unit 2-Cunningham Hall,2650 Haste St.,10,,South,0,,,,,,,1,1,,4,2650 Haste St.,Berkeley,CA,Alameda,USA,94704,N,900,-122.255273605347,37.8662938682479,2142648.91767588,6055011.96742515,5635.52734375,361.8871723213249,{BDD711DD-3D1C-445D-A439-A9AD4B47ACAE},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1064D,Anna Head Alumni Hall Building C,2538 Channing Way,4,2,South,0,,,,,,,1,1,,4,2538 Channing Way,Berkeley,CA,Alameda,USA,94704,S,300,-122.256898841627,37.8667801640892,2142834.76301626,6054546.22333074,6851.255859375,380.2788109026896,{7AFEC38D-783C-4F28-B7DE-C9C677B12FBB},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1064C,Anna Head Alumni Hall Building E,2536 Channing Way,2,2,South,0,,,,,,,1,1,,4,2536 Channing Way,Berkeley,CA,Alameda,USA,94704,S,300,-122.257477062509,37.8664330468079,2142711.52410752,6054376.96756757,3227.4697265625,335.387550918583,{D5CC0AFD-B550-42E2-9DCA-627B9D3DE689},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1073,Maximino Martinez Commons ,2520 Channing Way,7,,South,0,,,,,,,1,1,,2,2520 Channing Way,Berkeley,CA,Alameda,USA,94704,N,900,-122.257790054596,37.8666879603419,2142806.02548368,6054288.37662813,29669.7197265625,1439.1377111262595,{83B5E078-2BE5-4F01-A6E4-E8963EC80983},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1098,Residential and Student Services Building,2415 Bowditch St.,5,,South,0,,,,,,,1,1,,4,2415 Bowditch St.,Berkeley,CA,Alameda,USA,94704,N,600,-122.255898689939,37.8668619593635,2142859.12349554,6054835.43938565,40944.4423828125,1088.0686032888968,{7D20A677-34AD-45BB-A244-40CE05E506E0},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1148,RH Unit 2-Wada Hall,2650 Haste St.,9,,South,0,,,,,,,1,1,,4,2650 Haste St.,Berkeley,CA,Alameda,USA,94704,N,900,-122.254904670331,37.8657884057409,2142462.90001504,6055114.99662625,10057.77734375,598.536678066962,{0A095797-FDE5-4CC1-BFB1-1C40C0DDDADD},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1770,RH Unit 2-Griffiths Hall,2650 Haste St.,10,,South,0,,,,,,,1,1,,4,2650 Haste St.,Berkeley,CA,Alameda,USA,94704,N,900,-122.254307513384,37.8658343860202,2142476.40808303,6055287.66034861,5677.0126953125,361.8846807394576,{674D26CA-E51B-42C4-91A4-4A631F09F358},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1771,RH Unit 2-Ehrman Hall,2650 Haste St.,10,,South,0,,,,,,,1,1,,4,2650 Haste St.,Berkeley,CA,Alameda,USA,94704,N,900,-122.255355095418,37.8658506609556,2142488.00314194,6054985.4213317,5593.998046875,361.11242067339373,{2B6F1DD2-4AAA-47B5-8B19-267396871BC6},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1220,Birge Hall,Birge Hall,9,2,Central,0,,,,,,,1,1,,1,100 South Hall,Berkeley,CA,Alameda,USA,94720,S,200,-122.257262844408,37.8721945656044,2144807.92228133,6054478.18479965,13556.5234375,469.36848644354546,{60C12535-9108-455F-AE9F-A893407AC507},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1799,Melvin Calvin Laboratory,Calvin Lab,4,2,Central,0,,,,,,,1,1,,4,Optometry Lane,Berkeley,CA,Alameda,USA,94720,S,200,-122.253948395421,37.8710143249611,2144360.29311669,6055426.65579011,16366.5029296875,453.82347970509693,{A5F01983-B686-4356-858F-8473A3DEAFBC},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1488,Stephens Hall,Stephens Hall,6,4,Central,0,,,,,,,1,1,,1,South Drive,Berkeley,CA,Alameda,USA,94720,S,300,-122.25756312939,37.8713359114345,2144496.94480891,6054385.65330502,13304.4326171875,839.2070669416242,{EB21A969-7C81-45A7-98F3-EF82E28C99E6},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1324,Moses Hall,Moses Hall,6,4,Central,0,,,,,,,1,1,,2,South Drive,Berkeley,CA,Alameda,USA,94720,S,200,-122.258117497063,37.8709599185247,2144363.06504459,6054223.09336878,11644.9951171875,636.4977606799808,{13E0F1C5-D3B2-425A-8FF1-66FAF70E89B1},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1484,South Hall,South Hall,4,3,Central,0,,,,,,,1,1,,2,South Hall Lane,Berkeley,CA,Alameda,USA,94720,S,300,-122.258537016913,37.8713438450184,2144505.11367701,6054104.64797323,9039.96484375,462.1091407205646,{620753D2-5E59-4A77-B582-47EA6A9E3883},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1372,Hearst Gymnasium,Hearst Gymnasium,3,4,Central,0,,,,,,,1,1,,4,Optometry Lane,Berkeley,CA,Alameda,USA,94720,N,500,-122.256906446624,37.8695870241238,2143856.67964561,6054563.21456161,60702.818359375,1439.7496641839818,{3968D8C8-57C1-4017-A755-2BCB51BDB5E2},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1423,Hertz Hall,Hertz Hall,4,4,Central,0,,,,,,,1,1,,4,101 Cross-Sproul Path,Berkeley,CA,Alameda,USA,94720,N,600,-122.255736483872,37.8711033995378,2144402.39942981,6054911.22718204,21750.443359375,633.2587627410641,{7A9F49EF-DDD7-4EDC-8908-FD440C3278DD},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1424,Jean Grey Hargrove Music Library,Hargrove Music Library,3,4,Central,0,,,,,,,1,1,,4,Optometry Lane,Berkeley,CA,Alameda,USA,94720,N,400,-122.256140685594,37.8704621956974,2144171.14934428,6054790.19487802,9817.5849609375,398.5203926854148,{AEBBA273-8473-4F28-9EB3-061610268716},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1448,Anthony Hall,Anthony Hall,1,4,Central,0,,,,,,,1,1,,2,Eshleman Road,Berkeley,CA,Alameda,USA,94720,S,300,-122.258220981947,37.8706891434737,2144265.04681191,6054191.37568362,3281.7548828125,288.4270794527809,{7A1B20B0-E3A8-4043-9802-44D1C3EFADF6},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1208,Old Art Gallery,Old Art Gallery,1,4,Central,0,,,,,,,1,1,,2,Eshleman Road,Berkeley,CA,Alameda,USA,94720,S,700,-122.25864891103,37.8705379887692,2144212.33766863,6054066.84192004,3962.16796875,258.04740999490576,{20EFC928-774E-40C1-B354-E041FAFA8954},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1097,Hearst Field Annex B,Hearst Annex B,2,4,Central,0,,,,,,,1,1,,4, 2545-2581 Bancroft Way,Berkeley,CA,Alameda,USA,94720,S,300,-122.257741374652,37.8694304497807,2143804.20181888,6054321.18166544,8821.2197265625,420.4522065475643,{BB1840E9-6122-4F15-A8AF-4A5A12AEAB7F},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1097,Hearst Field Annex C,Hearst Annex B,2,4,Central,0,,,,,,,1,1,,4, 2545-2581 Bancroft Way,Berkeley,CA,Alameda,USA,94720,S,300,-122.257741374652,37.8694304497807,2143804.20181888,6054321.18166544,5824.537109375,317.4147787877207,{3327D14F-A2DF-4661-AC1A-95958AAAA009},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1097,Hearst Field Annex D,Hearst Annex B,2,4,Central,0,,,,,,,1,1,,4, 2545-2581 Bancroft Way,Berkeley,CA,Alameda,USA,94720,S,300,-122.257741374652,37.8694304497807,2143804.20181888,6054321.18166544,14461.5322265625,616.8323650950755,{9438CCAA-A4AB-481A-B426-1C35251F8D28},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1520,Woo Hon Fai Hall,Woo Hon Fai Hall,6,1,South,0,,,,,,,1,1,,4,2625 Durant Ave,Berkeley,CA,Alameda,USA,94704,S,000,-122.255841454236,37.8687638637928,2143551.2277335,6054864.95089219,32048.3896484375,805.9834196101141,{2C109706-E970-4D91-BC7A-73C0928347CB},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1077,2547 Channing Way,2547 Channing Way,4,2,South,0,,,,,,,1,1,,4,2547 Channing Way,Berkeley,CA,Alameda,USA,94704,,,-122.256793811189,37.8674166716297,2143065.92300618,6054580.88709285,2852.8603515625,235.33514997070475,{7CDA5E8A-C19C-4023-B65D-816470FFBEAF},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1146,RH Unit 1-Slottman Hall,2650 Durant Ave.,7,,South,0,,,,,,,1,1,,4,2650 Durant Ave.,Berkeley,CA,Alameda,USA,94704,N,900,-122.255261778798,37.8675626935505,2143110.7866636,6055024.04566885,9865.0849609375,635.6455989427557,{EB49431C-D7B4-48B1-BCFE-337CFF03BA22},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1766,RH Unit 1-Putnam Hall,2650 Durant Ave.,10,,South,0,,,,,,,1,1,,4,2650 Durant Ave.,Berkeley,CA,Alameda,USA,94704,N,900,-122.254673734821,37.8676098834989,2143124.78386932,6055194.08348149,5677.634765625,363.01359323316984,{39B5750B-57E1-4DF9-A609-050830996854},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1763,RH Unit 1-Freeborn Hall,2650 Durant Ave.,10,,South,0,,,,,,,1,1,,4,2650 Durant Ave.,Berkeley,CA,Alameda,USA,94704,N,900,-122.254592278049,37.8680532742631,2143285.76538744,6055220.61960175,5614.54296875,361.4857932674237,{9B70414A-86EF-4BA9-9D35-57D1BD79E9A2},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1145,RH Unit 1-Christian Hall,2650 Durant Ave.,7,,South,0,,,,,,,1,1,,4,2650 Durant Ave.,Berkeley,CA,Alameda,USA,94704,N,900,-122.255039789409,37.8681175834813,2143311.60019416,6055091.90303173,9556.234375,613.6871171362613,{F169A87B-4DE4-459D-904F-0605DABB92D1},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1764,RH Unit 1-Cheney Hall,2650 Durant Ave.,10,,South,0,,,,,,,1,1,,4,2650 Durant Ave.,Berkeley,CA,Alameda,USA,94704,N,900,-122.255638745454,37.8680701089108,2143297.55918735,6054918.71506473,5674.5380859375,362.83351764602486,{E96ED185-7735-4310-9C6D-051ACFE38347},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1033,Chou Hall,Chou Hall,,4,Central,0,,,,,,,1,1,,4,Cheit Lane,Berkeley,CA,Alameda,USA,94720,,,-122.254360833952,37.8723815098196,2144860.26725418,6055316.95910441,13520.3603515625,543.8918485075801,{655C4BBF-0C59-4D7F-82CD-466AC85DAD73},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1231,The Law Building,Law Building,11,4,Central,0,,,,,,,1,1,,4,225 Bancroft Way,Berkeley,CA,Alameda,USA,94720,S,200,-122.253392409593,37.8699206594311,2143959.12185877,6055579.65081776,77114.1123046875,2112.4992081033115,{8186FF02-1255-46A8-A5B0-B4188532ED72},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1234,Student Services Building,Student Services Bldg,5,4,Central,0,,,,,,,1,1,,4,Optometry Lane,Berkeley,CA,Alameda,USA,94720,S,300,-122.253567156114,37.8714517263583,2144517.47328402,6055539.66458723,21510.7060546875,835.5745537071201,{B3D45194-3DFF-411B-B7BD-90ABD2DE7E81},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1142,Jackson Graduate House,2333 College Ave.,4,,South,0,,,,,,,1,1,,,2333 College Ave.,Berkeley,CA,Alameda,USA,94704,N,900,-122.254043340685,37.8680605055488,2143285.42789753,6055379.09702863,15633.9287109375,899.5279986701415,{C7010417-B8EB-4FEF-920E-181CD63EFB85},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1480,Sather Tower (The Campanile),Sather Tower (The Campanile),9,4,Central,0,,,,,,,1,1,,1,Carillon Road,Berkeley,CA,Alameda,USA,94720,N,600,-122.257826949278,37.8720634923699,2144763.2609142,6054314.49205351,1164.5517578125,136.50214017334216,{BB683E09-EA70-4C68-9698-2D8D1C863C52},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1253,Hudson Rugby Field House,Hudson Rugby Field House,1,,East,0,,,,,,,1,1,,4,Stadium Rim Way,Berkeley,CA,Alameda,USA,94720,S,300,-122.24920843517,37.870590889402,2144180.52949657,6056791.71363359,1772.86328125,183.98093306477435,{8D0D1C01-6599-4E47-BE81-7912357EEDB6},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1390,International House,I-House,8,,Perimeter,0,,,,,,,1,1,,4,2299 Piedmont Ave,Berkeley,CA,Alameda,USA,94720,N,900,-122.2515938017,37.8696607711229,2143854.78427125,6056096.96074093,41388.8115234375,1612.0035668978164,{A668BF0D-F5BD-41AF-8A40-0F1B255AA591},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1340,Men's Faculty Club,Men's Faculty Club,4,2,Central,0,,,,,,,1,1,,4,Minor Lane,Berkeley,CA,Alameda,USA,94720,N,900,-122.255837172052,37.8717914665932,2144653.44501164,6054886.86933801,21771.0869140625,907.907388677734,{55E4571D-C8D1-4A22-A627-1C9287C43DF4},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1486,Kroeber Hall,Kroeber Hall,6,4,Central,0,,,,,,,1,1,,4,Bancroft Way,Berkeley,CA,Alameda,USA,94720,S,200,-122.255330097455,37.869878968817,2143954.42813837,6055020.14697679,34357.611328125,1104.944983835615,{3F3E1637-D250-4094-BC41-CD36E39D78CF},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1612,Switchgear Station 2 ,Switchgear Station 2 ,,4,Central,0,,,,,,,1,1,,1,Switchgear Station 2 ,Berkeley,CA,Alameda,USA,94720,,,-122.258754996809,37.8706827060839,2144265.59941212,6054037.21594211,1744.36328125,173.69452106724165,{1F757C14-3706-4203-9E41-E8DEF009D9B6},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1973,2505 Channing Way,2505 Channing Way,3,,South,0,,,,,,,1,1,,,2505 Channing Way,Berkeley,CA,Alameda,USA,94704,,,-122.2581125559,37.8672284599531,2143004.5502951,6054198.99556732,3459.1484375,244.74395333399843,{7A7EDEF2-477A-4838-9E30-16EEC889A86A},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1240,2515 Channing Way,2515 Channing Way,2,2,South,0,,,,,,,1,1,,,2515 Channing Way,Berkeley,CA,Alameda,USA,94704,S,300,-122.257866591316,37.8672972858278,2143028.27359786,6054270.45452556,7099.248046875,367.072334553642,{B9515474-46F0-4262-A3AF-9AC8D46E443C},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1092,Channing/Bowditch Apartments,2521 Channing Way,4,2,South,0,,,,,,,1,1,,4,2521 Channing Way,Berkeley,CA,Alameda,USA,94704,N,900,-122.257329608785,37.867388425449,2143058.54330604,6054426.05685252,23267.51171875,1069.422275175887,{5917E0A8-6C63-44AA-9D4D-23220A9EC3CE},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1065,Fox Cottage,2350 Bowditch St.,1,2,South,0,,,,,,,1,1,,,2350 Bowditch St.,Berkeley,CA,Alameda,USA,94704,S,300,-122.256837738139,37.8675982805986,2143132.27823412,6054569.45062121,1123.1455078125,153.112658523149,{9818AD1D-8CF8-47ED-931A-7AF8F9D53B62},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1063,2334 Bowditch St.,2334 Bowditch St.,2,2,South,0,,,,,,,1,1,,,2334 Bowditch St.,Berkeley,CA,Alameda,USA,94704,,,-122.256854525102,37.8677065636989,2143171.79111947,6054565.34588017,1737.0859375,167.78796273841934,{B2B06D98-6306-4F43-9831-E690A20DEE5D},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1765,RH Unit 1-Deutsh Hall,2650 Durant Ave.,10,,South,0,,,,,,,1,1,,4,2650 Durant Ave.,Berkeley,CA,Alameda,USA,94704,N,900,-122.255719344717,37.8676270837563,2143136.70617397,6054892.42724652,5588.88671875,362.00880631319507,{C1D4B7A4-0FFF-41FC-9E0C-E86F8E3A6845},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1257,2222 Piedmont Ave.,2222 Piedmont Ave.,4,4,Central,0,,,,,,,1,1,,4,2222 Piedmont Ave.,Berkeley,CA,Alameda,USA,94720,S,300,-122.253118971522,37.8711817112646,2144416.74682519,6055667.1668643,1898.7763671875,207.74955491050417,{EAB6565B-5DED-4DE4-96B8-231C7C5B8643},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1062,Center for Digital Archaeology,2224 Piedmont Ave.,3,4,Central,0,,,,,,,1,1,,4,2224 Piedmont Ave.,Berkeley,CA,Alameda,USA,94720,S,200,-122.253054978302,37.8709928732782,2144347.65169424,6055684.34712154,2498.6708984375,261.8706050717202,{2D20389E-360E-482A-983C-5D50EE258847},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1020,Study of Demography,2232 Piedmont Ave.,3,4,Central,0,,,,,,,1,1,,4,2232 Piedmont Ave.,Berkeley,CA,Alameda,USA,94720,S,300,-122.253046923076,37.8707799154711,2144270.07787608,6055685.21935609,2544.44921875,230.97540171725473,{8E932DF1-9ED1-4A5E-A07E-2297DDD5C15D},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1246,2234 Piedmont Ave.,2234 Piedmont Ave.,3,4,Central,0,,,,,,,1,1,,4,2234 Piedmont Ave.,Berkeley,CA,Alameda,USA,94720,S,300,-122.253000203781,37.8705991732976,2144204.02357113,6055697.46973922,2323.4736328125,257.14296255351195,{C32EFE5A-A958-4E57-A336-3B47A17A87A7},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1224,Center for the Study of Law and Society,2240 Piedmont Ave.,4,4,Central,0,,,,,,,1,1,,4,2240 Piedmont Ave.,Berkeley,CA,Alameda,USA,94720,S,300,-122.252824360705,37.8703172524821,2144100.43567944,6055746.29525878,3193.1103515625,294.7371375547355,{A0F29D6A-D9A8-41E9-BBD5-B6C1466944BB},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1302F,Minor Hall,Minor Hall,5,2,Central,0,,,,,,,1,1,,4,Cheit Lane,Berkeley,CA,Alameda,USA,94720,S,200,-122.254738950701,37.8714798327634,2144534.04504529,6055201.68190208,11927.115234375,526.4681275387308,{B7047042-FA5C-47F9-B0D3-A86CB06A0D87},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1797,Wurster Hall,Wurster Hall,11,2,Central,0,,,,,,,1,1,,4,Wurster Hall,Berkeley,CA,Alameda,USA,94720,S,100,-122.254774579645,37.8706167704288,2144220.02801128,6055185.50733284,51915.435546875,1455.3085678393236,{32D50870-F9F0-4D23-9957-01C1BFD1E1FF},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1483,Senior Hall,Senior Hall,1,2,Central,0,,,,,,,1,1,,4,Minor Lane,Berkeley,CA,Alameda,USA,94720,S,000,-122.255381908224,37.8718841445008,2144684.72072396,6055018.88862179,3522.05859375,268.9799865463472,{97B0152C-FB78-4431-AD93-C910E2C61B99},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1553,Women's Faculty Club,Women's Faculty Club,4,2,Central,0,,,,,,,1,1,,4,Women's Faculty Club,Berkeley,CA,Alameda,USA,94720,N,600,-122.254927835526,37.8720496937648,2144742.53328606,6055151.06148622,4597.7314453125,339.36922574606626,{F9067F1F-7B50-4749-9280-DD08312B2496},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1258,Archaeology Research Facility,2251 College Avenue,4,4,Central,0,,,,,,,1,1,,4,2251 College Avenue,Berkeley,CA,Alameda,USA,94720,S,200,-122.253857107814,37.870200807661,2144063.62702201,6055447.44999903,6454.2392578125,328.6025325641663,{7D88F9F6-CFBD-4DE5-9D44-DF5F056212A6},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1325,Cory Hall,Cory Hall,9,,Central,0,,,,,,,1,,,5,2626 Hearst Ave.,Berkeley,CA,Alameda,USA,94720,,,-122.257584601865,37.8750703830624,2145856.64764288,6054404.99324895,38397.27734375,1092.236718192257,{8DF91B14-75A6-4C94-9EFF-E46D5ECD3B67},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1082,La Loma Housing Unit 2,1811 La Loma Ave,2,,Perimeter,0,,,,,,,1,1,,4,1811 La Loma Ave,Berkeley,CA,Alameda,USA,94709,,,-122.256551760526,37.8763437894291,2146314.65240171,6054711.75443334,7996.9501953125,503.1099900911206,{8A602CA8-3E61-4042-9250-7C485363D4E2},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1085,Foothill Hillside Unit 5,2700 Hearst Ave.,2,,Perimeter,0,,,,,,,1,1,,4,2700 Hearst Ave.,Berkeley,CA,Alameda,USA,94720,,,-122.255216286399,37.8751994772948,2145890.81762818,6055089.32619148,2598.82421875,210.65591143813685,{D1DDD9D4-8057-4CCF-8F91-555F9D3084ED},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1084,Foothill Hillside Unit 4,2700 Hearst Ave.,4,,Perimeter,0,,,,,,,1,1,,4,2700 Hearst Ave.,Berkeley,CA,Alameda,USA,94720,,,-122.256051555743,37.8753484462237,2145949.57426339,6054849.30123798,16591.419921875,774.7809888670084,{9106A932-F3AD-49D3-8F7B-F43709A1579E},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
