CAAN,BUILDINGNAME,NAME_SHORT,FLOORCOUNT,REGION,CAMPUS,UNDERGROUND,BLDGAREA,BLDGTYPE,OPERHOURS,OPERDATE,ACCESSTYPE,CONDITION,OWNEDBY,MAINTBY,BLDGHEIGHT,SUBFEED,ADDRESS,CITY,STATE,COUNTY,COUNTRY,ZIPCODE,RMSTANDARD,BLDGUSE_P,LAT_Y,LONG_X,NORTH,EAST,Shape__Area,Shape__Length,GlobalID,CreationDate,Creator,EditDate,Editor
1842,CK25-Gym,CK25,2,,Clark Kerr,0,,Assembly (Group A),,,,,1,1,,,CK25,Berkeley,CA,Alameda,USA,94720,N,500,-122.247202668075,37.8654285125828,2142290.27811141,6057335.4838081,12893.2783203125,507.7426389876751,{28EDED79-2D5F-43CF-9F1E-D1738A6B45DF},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
,Redwood Gardens Apartments,2298 Ellsworth St.,,,Clark Kerr,0,,Residential (Group R),,,,,-1,-1,,,2951 Derby St.,Berkeley,CA,Alameda,USA,94720,,,-122.263704478523,37.8669750330524,2142942.65766643,6052583.36366562,47037.599609375,2432.9303937559407,{9F23B0DE-2EF3-4B6A-97A2-D04283CBEBF2},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
2010,CK23-Archives,CK23,1,,Clark Kerr,0,,Storage (Group S),,,,,1,1,,,CK23,Berkeley,CA,Alameda,USA,94720,S,700,-122.247849736679,37.8648472523742,2142082.14995076,6057144.77470776,28022.8935546875,830.3028825853993,{6FD743CE-2F1B-4B5B-AE36-14A249757F48},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1837,CK18-Residence,CK18,2,,Clark Kerr,0,,Residential (Group R),,,,,1,1,,,CK18,Berkeley,CA,Alameda,USA,94720,N,900,-122.247675579438,37.8626624297771,2141285.79616055,6057180.1842978,1291.205078125,161.25260559608336,{667215B8-D0E4-4767-81CF-D44BE190F67C},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
2037,CK24-Rec & Sports,CK24,2,,Clark Kerr,0,,Assembly (Group A),,,,,1,1,,,CK24,Berkeley,CA,Alameda,USA,94720,S,700,-122.247543805143,37.8650438807499,2142152.08613491,6057234.40993185,2161.892578125,191.3976941696852,{7A9AA710-23AD-44DB-9BC6-41A8EFD3F6D2},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1825,CK6-Residence,CK6,1,,Clark Kerr,0,,Residential (Group R),,,,,1,1,,,CK6,Berkeley,CA,Alameda,USA,94720,N,900,-122.247311673184,37.8639865131595,2141765.88556659,6057294.21987506,2059.671875,194.2265134279323,{DB2B014C-230E-4BFA-B276-0CFE1D8F882E},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1339,Smyth House,Smyth House,4,,Perimeter,0,,,,,,,1,1,,,Smyth Road,Berkeley,CA,Alameda,USA,94270,S,000,-122.247665358312,37.8671381573886,2142915.19218241,6057213.56724603,3390.5107421875,275.1451412402319,{297FBA77-94EE-4EE5-94A4-91CCA5F03C70},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1391,Simon Hall,Simon Hall,9,4,Central,0,,,,,,,1,1,,4,215 Bancroft Way,Berkeley,CA,Alameda,USA,94720,S,300,-122.252672311618,37.8699436163482,2143963.58619659,6055787.62881924,7499.1015625,505.3044814421922,{671DD529-0108-4BC2-81E2-15D3942FF248},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1639,Electrical Switching Station 6,1975 Gayley Rd.,,,Perimeter,0,,,,,,,1,1,,6,1975 Gayley Rd.,Berkeley,CA,Alameda,USA,94720,,,-122.255350840427,37.8745010927579,2145637.28922871,6055045.72691207,2878.43359375,219.69005160123714,{7BE0C739-F163-478E-A86C-B30183C23B56},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1359,Greek Ticket Office,Greek Ticket Office,2,6,Perimeter,0,,,,,,,1,1,,,2001 Gayley Road,Berkeley,CA,Alameda,USA,94720,N,600,-122.25486385976,37.8739657329882,2145439.74801463,6055182.60630453,722.13671875,113.09165078524421,{8A91C2A1-97F2-47EB-B6B3-D3CC2F99DD5E},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1359,Greek Main Building,Greek Main Building,2,6,Perimeter,0,,,,,,,1,1,,4,2001 Gayley Road,Berkeley,CA,Alameda,USA,94720,N,600,-122.25486385976,37.8739657329882,2145439.74801463,6055182.60630453,9265.8349609375,908.6561573090565,{9A5F5512-ECFD-4478-B5D1-AB238827C15B},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1359,Greek Bowl Seating,Greek Bowl Seating,2,6,Perimeter,0,,,,,,,1,1,,,2001 Gayley Road,Berkeley,CA,Alameda,USA,94720,N,600,-122.25486385976,37.8739657329882,2145439.74801463,6055182.60630453,35379.41796875,761.721324077582,{2D28DA87-BA66-473C-9427-5F4A6D98AF7F},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1821,CK2W-Suites,CK2W,2,,Clark Kerr,0,,Residential (Group R),,,,,1,1,,,CK2W,Berkeley,CA,Alameda,USA,94720,N,900,-122.249899939683,37.8647351853823,2142052.40972033,6056552.27924436,10148.037109375,605.4405830634714,{287B9B29-061F-4203-90F4-8028F74F550D},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1821,CK2E-Suites,CK2W,2,,Clark Kerr,0,,Residential (Group R),,,,,1,1,,,CK2E,Berkeley,CA,Alameda,USA,94720,N,900,-122.249899939683,37.8647351853823,2142052.40972033,6056552.27924436,16816.7216796875,915.9241365341937,{DADA9F45-C6F6-49DB-BC24-933A3209494F},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1822,CK3-Res. Hall,CK3,3,,Clark Kerr,0,,Educational (Group E),,,,,1,1,,,CK3,Berkeley,CA,Alameda,USA,94720,N,900,-122.248938691655,37.8650099296916,2142147.24725856,6056831.58579017,13040.3720703125,686.8702141896089,{C5228B93-3505-4801-AF9E-1C2E780A697F},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1820,CK1-Admin,CK1,2,,Clark Kerr,0,,Business (Group B),,,,,1,1,,,CK1,Berkeley,CA,Alameda,USA,94720,S,300,-122.248873749904,37.8642633038936,2141875.07752599,6056845.24915786,9225.1650390625,455.6381191194256,{B3F11E9F-A07C-464D-93EC-7B363BB5B2E8},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1827,CK8-Res. Hall,CK8,3,,Clark Kerr,0,,Residential (Group R),,,,,1,1,,,CK8,Berkeley,CA,Alameda,USA,94720,,,-122.248163919855,37.8642303074845,2141859.2364175,6057049.89855133,13681.2939453125,710.8456898226017,{5F4F5C2B-F0C0-4343-A0D0-6456E096AE58},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1826,CK7-Res. Hall,CK7,3,,Clark Kerr,0,,Residential (Group R),,,,,1,1,,,CK7,Berkeley,CA,Alameda,USA,94720,N,900,-122.247566772268,37.8638569111559,2141720.07705761,6057219.71081236,10922.31640625,557.880738296088,{1912F7CD-34A6-4866-B8EB-FCF0543DB928},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1828,CK9-Suites,CK9,4,,Clark Kerr,0,,Residential (Group R),,,,,1,1,,,CK9,Berkeley,CA,Alameda,USA,94720,,,-122.248077720021,37.8636826601471,2141659.39307889,6057071.05320195,12413.478515625,827.6618019184173,{24767D01-C119-4C11-8B7D-D9CD0B02B1E7},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1829,CK10-Dining Hall,CK10,2,,Clark Kerr,0,,Assembly (Group A),,,,,1,1,,,CK10,Berkeley,CA,Alameda,USA,94720,N,600,-122.248660681496,37.8637137147997,2141673.84292856,6056903.00664299,19926.416015625,1254.6867560224168,{7858145A-2103-41E1-9291-A8424D25CDC3},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1830,CK11-Suites,CK11,3,,Clark Kerr,0,,Residential (Group R),,,,,1,1,,,CK11,Berkeley,CA,Alameda,USA,94720,N,900,-122.249490156068,37.8638020520285,2141710.47829198,6056664.20013229,10252.71875,516.9203394297007,{B0FEF99F-FFDF-4EB4-904E-2521D5D873E4},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1823,CK4-Res. Hall,CK4,3,,Clark Kerr,0,,Residential (Group R),,,,,1,1,,,CK4,Berkeley,CA,Alameda,USA,94720,N,900,-122.248688015823,37.8656037701484,2142362.09096687,6056907.9763251,11689.3447265625,673.2824195240602,{A27038B5-ECEF-46D2-8D36-B05A11AA113B},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1658,Underhill Parking and Field,Underhill Parking & Field,5,,South,0,,,,,,,1,,,4,2645-2695 Haste St,Berkeley,CA,Alameda,USA,94704,N,500,-122.25493399198,37.8669549008565,2142887.73715547,6055114.49849058,77496.22265625,1143.9907319801362,{82B76FB6-0C97-4170-9C44-76C94C3B1C4B},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1064A,Anna Head Alumni Hall Building A,Anna Head Building A,3,2,South,0,,,,,,,1,1,,4,2537 Haste St.,Berkeley,CA,Alameda,USA,94704,S,700,-122.257105955803,37.8663706250687,2142686.78727435,6054483.64767357,4976.55859375,319.65227724755687,{9B9891E2-B16C-4084-9A2E-1730A1F9711F},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1064F,Anna Head Alumni Hall Building D,Anna Head Building D,2,2,South,0,,,,,,,1,1,,4,2538A Channing Way,Berkeley,CA,Alameda,USA,94704,S,300,-122.257077554773,37.8665782800571,2142762.23286631,6054493.26423085,3069.625,299.2942543691053,{E2316A15-6463-4A3B-AF23-F58E4A2F86E4},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1955,"Stiles Hall Units A,B,C",2400 Bancroft Way,2,,South,0,,,,,,,1,,,,2400 Bancroft Way,Berkeley,CA,Alameda,USA,94704,S,300,-122.261024834143,37.8682485220196,2143391.72245379,6053365.46746911,12424.462890625,548.4739220165635,{E4FC9ECA-CEE4-4856-A4BF-82A4D3DCF104},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1064B,Anna Head Alumni Hall Building B,Anna Head Building B,3,2,South,0,,,,,,,1,1,,4,2420 Bowditch St.,Berkeley,CA,Alameda,USA,94704,S,300,-122.256652451011,37.8665900682806,2142764.22098142,6054616.03578483,4508.9462890625,358.720292048478,{F6418BA9-4688-4E89-8E67-F6806423C8B1},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1590,Ellsworth Parking Structure/Channing Courts,2320 Channing Way,2,,South,0,,,,,,,1,,,,2320 Channing Way,Berkeley,CA,Alameda,USA,94704,,,-122.262502703423,37.8659647801961,2142568.32695065,6052923.28334961,64131.8095703125,1231.9025420247608,{A6809D1D-E01B-4757-AE5A-2B9AD6305C58},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1804,Ida Sproul Hall,Sproul Hall,10,,South,0,,,,,,,1,1,,2,2400 Durant Ave.,Berkeley,CA,Alameda,USA,94704,N,900,-122.260945142574,37.8669544850816,2142920.17832743,6053379.60135629,4699.6181640625,351.1628219476245,{DCE57197-E6A8-4777-A3BF-B8CFDADB1346},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1807,Priestley Hall,Priestley Hall,10,,South,0,,,,,,,1,1,,2,2400 Durant Ave.,Berkeley,CA,Alameda,USA,94704,N,900,-122.259905379858,37.8669404248669,2142909.41400884,6053679.59359747,4418.8212890625,333.81116657334536,{1DD99F06-4F39-4553-8ACC-AF622A5D2166},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1806,Spens-Black Hall,Spens-Black Hall,10,,South,0,,,,,,,1,1,,2,2400 Durant Ave.,Berkeley,CA,Alameda,USA,94704,N,900,-122.260027933317,37.8674929512333,2143111.23377688,6053648.00662399,4808.0546875,411.06006106574335,{588677B3-1CFC-456D-91FD-4D6B836909CF},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1805,Norton Hall,Norton Hall,10,,South,0,,,,,,,1,1,,2,2400 Durant Ave.,Berkeley,CA,Alameda,USA,94704,N,900,-122.260859084261,37.8673915569112,2143078.83277972,6053407.43312423,4659.2255859375,349.29236355377355,{7F4D1798-31E5-444B-B328-2130A7DC5184},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1250,Stadium Garage (& Maxwell Family Field),2205 Piedmont Ave.,1,,Perimeter,0,,,,,,,1,1,,4,2175 Gayley Rd.,Berkeley,CA,Alameda,USA,94720,,,-122.252833622458,37.8723448334474,2144838.65494075,6055757.45002335,65551.7119140625,1110.234028569318,{58F68D81-DA07-4337-96BE-D6A58B280300},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1015,Weston Havens House,255 Panoramic Way,2,,Perimeter,0,,,,,,,1,,,,255 Panoramic Way,Berkeley,CA,Alameda,USA,94720,N,000,-122.247358209427,37.8690698121065,2143616.78306569,6057315.34633515,2963.47265625,230.48648156490765,{4F1FA752-3DFD-452E-9189-593E58C91DAB},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1015A,West Havens House Garage,255 Panoramic Way,1,,Perimeter,0,,,,,,,1,,,,255 Panoramic Way,Berkeley,CA,Alameda,USA,94720,,,-122.24724470681,37.8691563716064,2143647.68462001,6057348.6921864,1462.7783203125,155.291586515017,{176DDFE6-8754-48A8-AD65-7045581D1D7D},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1021,Genevieve McEnerney Hall,1750 Arch St.,4,,Perimeter,0,,,,,,,1,,,,1750 Arch St.,Berkeley,CA,Alameda,USA,94709,S,200,-122.264535308302,37.8766618222249,2146473.78225357,6052410.07741264,1186.3203125,149.9306882741811,{A3B660B6-F1E6-465F-861C-21DAE448A85C},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1021A,McEnerney Hall Garage,1750 Arch St.,2,,Smyth Fernwald,0,,,,,,,1,,,,1750 Arch St.,Berkeley,CA,Alameda,USA,94709,,,-122.264373286971,37.8767057012346,2146488.87537864,6052457.13385315,387.33984375,78.76036551905732,{E1E3A30E-C116-4FCC-9BD2-315BDA002BB2},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1848,The Convent,1601 Allston Way,2,,Perimeter,0,,,,,,,1,,,,1601 Allston Way,Berkeley,CA,Alameda,USA,94703,N,900,-122.278696289022,37.8682835216298,2143500.92777827,6048265.60472276,7075.3759765625,422.8103454229453,{FE5188EC-97A3-4D0E-A41D-41C42D55333F},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
3620,2105 Bancraft Way,2105 Bancraft Way,1,,Perimeter,0,,,,,,,,,,,2105 Bancraft Way,Berkeley,CA,Alameda,USA,94704,S,300,-122.267354775371,37.86784534361,2143279.38282683,6051535.82792774,7202.5888671875,352.7365863784064,{5C0C175F-FCEE-4C74-99A3-9E405FF76BCD},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1979,The Rajkumar,The Rajkumar,3,,South,0,,,,,,,,,,,2484 Shattuck Ave,Berkeley,CA,Alameda,USA,94704,S,300,-122.267884452667,37.8642600637609,2141977.00423525,6051358.29826514,23485.30859375,729.5777365377146,{810E8408-0F20-4D6B-9437-B12B4E8E5DAE},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
3624,2180 Dwight Way,2180 Dwight Way,1,,South,0,,,,,,,,,,,2180 Dwight Way,Berkeley,CA,Alameda,USA,94704,S,000,-122.265461803622,37.8639543757513,2141852.51328973,6052055.43000622,14135.66015625,481.1470899716548,{60FD029C-979B-4E7C-9A64-9F7D26797CDF},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1072,Hiram Edward Manville Hall,Manville Hall,5,,South,0,,,,,,,,,,,2100 Channing Way,Berkeley,CA,Alameda,USA,94704,N,900,-122.267021967263,37.8656189351932,2142467.01661766,6051616.57304571,18368.244140625,873.8090292381804,{6AB7E23B-2466-4327-924A-2B5161DC5C87},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
3650,2441 Haste St,2441 Haste St,,,South,0,,,,,,,,,,,2441 Haste St,Berkeley,CA,Alameda,USA,94704,,,-122.258898104165,37.8661952658794,2142632.66290687,6053965.20684276,6053.7802734375,366.4662989538156,{05B18EA0-E7D0-4643-837E-F23F2AAF24D9},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1928,2616 Dwight Way,2616 Dwight Way,3,,South,0,,,,,,,,,,,2616 Dwight Way,Berkeley,CA,Alameda,USA,94704,S,300,-122.255399999211,37.8653098802923,2142291.36781796,6054968.76797412,4115.4755859375,314.19141402533023,{C9F3AED6-91D2-4105-9562-4165C06EDB66},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1938,2150 Kittredge St,2150 Kittredge St,5,,Perimeter,0,,,,,,,,,,,2150 Kittredge St,Berkeley,CA,Alameda,USA,94704,S,300,-122.266834541948,37.8683700463751,2143467.57212467,6051689.57871228,6156.115234375,442.19708949962956,{820A5661-9C81-4BF8-8E64-B8CA7781FAE4},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1977,Golden Bear Building (UC Berkeley Extension),1995 University Avenue,7,,Perimeter,0,,,,,,,,,,,1995 University Avenue,Berkeley,CA,Alameda,USA,94704,S,300,-122.271277208803,37.8720723664923,2144839.6891364,6050432.91002885,34041.46484375,834.1889541658784,{0C846CAD-0A32-4133-96CA-553218819D8C},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
3617,The Promenade,The Promenade,3,,Perimeter,0,,,,,,,,,,,1936 University Ave,Berkeley,CA,Alameda,USA,94704,S,300,-122.272123384009,37.8711991145472,2144526.39369415,6050182.69002173,15886.943359375,844.9636166556716,{8547FE3E-139F-4AF4-95D7-1948C9477B63},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
3637,Kress Building,Kress Building,4,,Perimeter,0,,,,,,,,,,,2087 Addison St,Berkeley,CA,Alameda,USA,94704,S,300,-122.268732691726,37.8712760762185,2144535.89887657,6051161.7579031,7866.970703125,407.15006931480673,{8EC17BF6-A51C-43EA-A359-43112DA2F90C},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
3625,2080 Addison Street,2080 Addison St,4,,Perimeter,0,,,,,,,,,,,2080 Addison St,Berkeley,CA,Alameda,USA,94704,S,300,-122.268966060465,37.8708228391171,2144372.16504419,6051091.28949414,3087.7890625,317.1394560501006,{22998815-9962-409C-BE36-26057236FABA},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
3622,2140 Shattuck Avenue,2140 Shattuck Ave,11,,Perimeter,0,,,,,,,,,,,2140 Shattuck Ave,Berkeley,CA,Alameda,USA,94704,S,200,-122.268517630782,37.8704373954156,2144229.39315659,6051218.05282087,5096.4140625,287.3978883925092,{2C5FDEE8-549E-4070-B86A-AC8DD8B4EC8D},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
3635,2130 Center Street,2130 Center St,4,,Perimeter,0,,,,,,,,,,,2130 Center St,Berkeley,CA,Alameda,USA,94704,S,300,-122.267059574316,37.8701710082359,2144124.46184757,6051637.01442897,5995.3525390625,362.7555998082693,{CA954136-9655-47E8-8BDC-94AC04A7A126},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1950,Berkeley Skydeck,Berkeley Skydeck,13,,Perimeter,0,,,,,,,,,,,2150 Shattuck Avenue,Berkeley,CA,Alameda,USA,94704,S,300,-122.26864361977,37.8700234818948,2144079.38994986,6051178.84436585,15019.0537109375,521.8427164330724,{CF6837E8-C1F4-4F7E-852F-821766A240DF},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
3643,2150 Allston Way,2150 Allston Way,4,,Perimeter,0,,,,,,,,,,,2150 Allston Way,Berkeley,CA,Alameda,USA,94704,S,200,-122.266448194964,37.8694073022544,2143843.09349028,6051808.20959281,14953.3427734375,567.4870164004609,{E29D48A3-58E6-4BA3-A789-895A63852AD7},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
3629,2121 Allston Way,2121 Allston Way,2,,Perimeter,0,,,,,,,,,,,2121 Allston Way,Berkeley,CA,Alameda,USA,94704,N,600,-122.26686738045,37.8697976637915,2143987.49364988,6051689.91503086,17360.9931640625,541.2771090643953,{34D7C59C-E1C9-44F0-8532-1CCF8E961BB9},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
3652,2451 Ridge Road,2451 Ridge Rd,,,Perimeter,0,,,,,,,,,,,2451 Ridge Rd,Berkeley,CA,Alameda,USA,94709,,,-122.261072478896,37.8761896857764,2146283.06940076,6053406.12722936,9807.947265625,403.47445859643744,{D562B15C-6000-42D1-8CE5-37F99930A859},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1271,,,,,Perimeter,,,,,,,,,,,,,Berkeley,CA,Alameda,USA,94720,,,,,,,253117.5419921875,3435.811946224504,{6F05AC44-BF60-410F-9F8F-5CFF8F43B06D},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1498,2000 Carleton Street,,2,,South,,,,,,,,,,,,2000 Carleton St.,Berkeley,CA,Alameda,USA,94720,,,,,,,48230.3076171875,905.6287802512574,{94830A43-2F5D-4E58-91EC-60EFB6304B24},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1498,2000 Carleton Street,,1,,South,,,,,,,,,,,,2000 Carleton St.,Berkeley,CA,Alameda,USA,94720,,,,,,,12701.224609375,805.0706631513285,{3A8A43A1-3881-4A2F-B50D-3A07AB570261},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:11:44.000001,1678122_CAL
1775,Jones Child Study Center,2425 Atherton St.,1,2,South,0,,,,,,,1,1,,,2425 Atherton St.,Berkeley,CA,Alameda,USA,94704,N,600,-122.264102254838,37.8657104738858,2142484.4427153,6052459.88125829,5683.33984375,496.05777658749076,{24074A5E-6960-425F-BB28-40F276AE9A7A},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-03 22:12:06,241662_CAL
1761,Barrows Hall,https://bit.ly/3leCFcd,10,4,Central,0,,,,,,,1,1,,2,Barrows Hall,Berkeley,CA,Alameda,USA,94720,S,100,-122.25799236438,37.8701082179286,2144052.31353379,6054253.38087896,32679.6259765625,1135.6060177489478,{FF41BFC6-837A-4481-BECD-AE069B8CE672},2020-11-03 22:11:44.000001,1678122_CAL,2020-11-09 20:48:53,241662_CAL
